Organization Unit,Event Date,Survey Type,Administrative Unit,Site Name,Number of PC rounds,Month,Year,Latitude,Longitude,Age group,Diagnostic Test,Ascaris Nbr examined,Ascaris Nbr Positives,Ascaris % Positives,Ascaris % Positives heavy intensity,Ascaris % Positives Moderate intensity,Ankylostome Nbr examined,Ankylostome Nbr Positives,Ankylostome % Positives,Ankylostome % Positives heavy intensity,Ankylostome % Positives Moderate intensity,Trichuris Nbr examined,Trichuris Nbr Positives,Trichuris % Positives,Trichuris % Positives heavy intensity,Trichuris % Positives Moderate intensity,STH examined,STH Positives,STH % Positives
iuGjpnxnFbI,7/1/21,Mapping,Beer Rahan,Beer Rahan3,0,July     ,2021,4.534634113,41.73031616,09 - 15,Kato-Katz,30,5,16,0,0,30,23,76,0,0,30,0,0,0,0,30,23,76
iuGjpnxnFbI,7/1/21,Mapping,Beer Rahan,Beer Rahan3,0,July     ,2021,4.531286716,41.71344376,09 - 15,Kato-Katz,33,8,24,0,0,33,31,93,0,0,33,1,3,0,0,33,31,93
iuGjpnxnFbI,7/1/21,Mapping,Bekeride'Arna Abalidera,Bekirdeqar,0,July     ,2021,11.72564125,40.97847366,09 - 15,Kato-Katz,33,11,33,0,0,33,10,30,0,0,33,10,30,0,0,33,15,45
iuGjpnxnFbI,7/1/21,Mapping,Bekolmag,Bekolmag,0,July     ,2021,4.535343647,41.51183319,09 - 15,Kato-Katz,33,7,21,0,0,33,31,93,0,0,33,0,0,0,0,33,31,93
iuGjpnxnFbI,7/1/21,Mapping,Belewa,Belewa primary,0,July     ,2021,9.587063789,42.0941124,09 - 15,Kato-Katz,57,15,26,0,0,57,2,3,0,0,57,2,3,0,0,57,4,7
iuGjpnxnFbI,7/1/21,Mapping,Benado,Benado1,0,July     ,2021,6.856790543,44.25304794,09 - 15,Kato-Katz,29,0,0,0,0,29,0,0,0,0,29,0,0,0,0,29,0,0
iuGjpnxnFbI,7/1/21,Mapping,Benado 2,Benado2,0,July     ,2021,6.951706886,44.21201324,09 - 15,Kato-Katz,26,0,0,0,0,26,0,0,0,0,26,0,0,0,0,26,0,0
iuGjpnxnFbI,7/1/21,Mapping,Berga,Berga,0,July     ,2021,11.52596378,41.46489334,09 - 15,Kato-Katz,36,4,11,0,0,36,5,13,0,0,36,2,5,0,0,36,7,19
iuGjpnxnFbI,7/1/21,Mapping,Berih,Barih,0,July     ,2021,11.7235651,40.97471619,09 - 15,Kato-Katz,146,21,14,0,0,146,8,5,0,0,146,1,0,0,0,146,8,5
iuGjpnxnFbI,7/1/21,Mapping,Beyihayile,beyahayle,0,July     ,2021,11.73571777,41.13336945,09 - 15,Kato-Katz,40,5,12,0,7,40,4,10,0,0,40,4,10,0,0,40,7,17
iuGjpnxnFbI,7/1/21,Mapping,Bila2,Bila 2,0,July     ,2021,9.537197113,41.42209625,09 - 15,Kato-Katz,16,1,6,0,0,16,3,18,0,0,16,0,0,0,0,16,3,18
iuGjpnxnFbI,7/1/21,Mapping,Bila 2,Bila 2,0,July     ,2021,9.537160873,41.42206573,09 - 15,Kato-Katz,16,1,6,0,0,16,3,18,0,0,16,0,0,0,0,16,3,18
iuGjpnxnFbI,7/1/21,Mapping, Bila 3,bila 3,0,July     ,2021,9.532989502,41.41690445,09 - 15,Kato-Katz,15,2,13,0,0,15,3,20,0,0,15,0,0,0,0,15,3,20
iuGjpnxnFbI,7/1/21,Mapping,Bila 3,Bila 3,0,July     ,2021,9.533000946,41.41693497,09 - 15,Kato-Katz,15,2,13,0,0,15,3,20,0,0,15,0,0,0,0,15,3,20
iuGjpnxnFbI,6/1/21,Mapping,1,Aare,0,June     ,2021,8.111030579,45.34370804,09 - 15,Kato-Katz,27,0,0,0,0,27,0,0,0,0,27,0,0,0,0,27,0,0
iuGjpnxnFbI,6/1/21,Mapping,1,Amusane,0,June     ,2021,7.802454472,43.94719696,09 - 15,Kato-Katz,4,3,75,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0
iuGjpnxnFbI,6/1/21,Mapping,1,Cayun,0,June     ,2021,9.36868763,42.82474518,09 - 15,Kato-Katz,59,0,0,0,0,59,3,5,0,0,59,0,0,0,0,59,3,5
iuGjpnxnFbI,6/1/21,Mapping,1,Ceel dibir,0,June     ,2021,7.308295727,43.30073929,09 - 15,Kato-Katz,57,6,10,0,0,57,14,24,0,0,57,0,0,0,0,57,14,24
iuGjpnxnFbI,6/1/21,Mapping,1,Dugsi hose dhexe d dhuxun ,0,June     ,2021,7.222361088,42.69884491,09 - 15,Kato-Katz,93,13,13,0,0,93,30,32,0,0,93,7,7,0,0,93,33,35
iuGjpnxnFbI,6/1/21,Mapping,1,Ilmi Jiir,0,June     ,2021,8.110726357,45.34154892,09 - 15,Kato-Katz,25,0,0,0,0,25,0,0,0,0,25,0,0,0,0,25,0,0
iuGjpnxnFbI,6/1/21,Mapping,1,Lagahida primary and junior school ,0,June     ,2021,7.380720615,41.77775955,09 - 15,Kato-Katz,28,0,0,0,0,28,2,7,0,0,28,0,0,0,0,28,2,7
iuGjpnxnFbI,6/1/21,Mapping,1,Salahad elementary school ,0,June     ,2021,7.046387196,41.62930679,09 - 15,Kato-Katz,31,2,6,0,0,31,3,9,0,0,31,2,6,0,0,31,4,12
iuGjpnxnFbI,6/1/21,Mapping,1,Sh. Ahmed Gole,0,June     ,2021,8.224175453,43.5579834,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,1,Wangey primary school ,0,June     ,2021,7.322372437,42.21861649,09 - 15,Kato-Katz,10,0,0,0,0,10,1,10,0,0,10,0,0,0,0,10,1,10
iuGjpnxnFbI,6/1/21,Mapping,10,Sheki,0,June     ,2021,6.735697269,44.27558899,09 - 15,Kato-Katz,13,0,0,0,0,13,0,0,0,0,13,0,0,0,0,13,0,0
iuGjpnxnFbI,6/1/21,Mapping,10,Sheki ,0,June     ,2021,6.7356143,44.27548218,09 - 15,Kato-Katz,11,0,0,0,0,11,1,9,0,0,11,0,0,0,0,11,1,9
iuGjpnxnFbI,6/1/21,Mapping,2,Barhowle primary and junior school,0,June     ,2021,7.050065517,41.6227951,09 - 15,Kato-Katz,30,1,3,0,0,30,3,10,0,0,30,2,6,0,0,30,4,13
iuGjpnxnFbI,6/1/21,Mapping,2,Diiriye Guleed,0,June     ,2021,8.123092651,45.34793472,09 - 15,Kato-Katz,35,3,8,0,0,35,0,0,0,0,35,0,0,0,0,35,0,0
iuGjpnxnFbI,6/1/21,Mapping,2,Labahar primary school ,0,June     ,2021,7.324812412,42.21834183,09 - 15,Kato-Katz,32,1,3,0,0,32,1,3,0,0,32,1,3,0,0,32,2,6
iuGjpnxnFbI,6/1/21,Mapping,2,Umer ugas,0,June     ,2021,7.985669136,43.01686859,09 - 15,Kato-Katz,30,4,13,0,0,30,0,0,0,0,30,1,3,0,0,30,1,3
iuGjpnxnFbI,6/1/21,Mapping,02 primary school,02 primary school,0,June     ,2021,4.7607131,39.23991013,09 - 15,Kato-Katz,43,3,6,0,0,43,5,11,0,0,43,1,2,0,0,43,6,13
iuGjpnxnFbI,6/1/21,Mapping,3,3,0,June     ,2021,6.09076643,44.76514435,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,3,0,June     ,2021,6.09077549,44.76515961,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,3,0,June     ,2021,6.090774059,44.76511765,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,3,0,June     ,2021,6.090784073,44.76509094,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,3,0,June     ,2021,6.090754986,44.76509857,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,3,0,June     ,2021,6.090769291,44.76513672,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Bashir Abdi,0,June     ,2021,7.811801434,43.95090103,09 - 15,Kato-Katz,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Foljeh,0,June     ,2021,6.733608723,44.27714539,09 - 15,Kato-Katz,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Jiic,0,June     ,2021,6.733537197,44.27729034,09 - 15,Kato-Katz,15,0,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Rage ugas,0,June     ,2021,7.98110342,43.01140976,09 - 15,Kato-Katz,30,4,13,0,0,30,0,0,0,0,30,1,3,0,0,30,1,3
iuGjpnxnFbI,6/1/21,Mapping,3,Sayid,0,June     ,2021,6.733519077,44.27730942,09 - 15,Kato-Katz,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen,0,June     ,2021,6.090754509,44.76508713,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090766907,44.7651062,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090769768,44.7651062,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.09077692,44.76512527,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090773582,44.76512527,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090812206,44.76512146,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090782642,44.76511383,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090773106,44.76516342,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090772152,44.76515198,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090777874,44.76513672,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.09071064,44.76509476,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090764999,44.7651062,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.09073925,44.76509476,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090802193,44.76514816,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheikh nureen ,0,June     ,2021,6.090764523,44.76511383,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren,0,June     ,2021,6.090782642,44.7650795,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren ,0,June     ,2021,6.090764046,44.76509476,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren ,0,June     ,2021,6.090747833,44.7650528,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren ,0,June     ,2021,6.090754032,44.76515961,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren ,0,June     ,2021,6.09071064,44.76524353,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren ,0,June     ,2021,6.090761185,44.76511765,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik nuren ,0,June     ,2021,6.090771675,44.7651062,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,3,Sheik Nuren ,0,June     ,2021,6.090807915,44.76517868,09 - 15,Kato-Katz,30,3,10,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,4,Qada duma  elementary  school ,0,June     ,2021,3.457244396,39.55448532,09 - 15,Kato-Katz,32,5,15,0,0,32,4,12,0,0,32,0,0,0,0,32,4,12
iuGjpnxnFbI,6/1/21,Mapping,9,Garbo tahan,0,June     ,2021,8.231031418,43.54388428,09 - 15,Kato-Katz,26,0,0,0,0,26,0,0,0,0,26,0,0,0,0,26,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aadan waraab,Aadan waraab,0,June     ,2021,8.68652916,44.1376152,09 - 15,Kato-Katz,28,0,0,0,0,28,2,7,0,0,28,0,0,0,0,28,2,7
iuGjpnxnFbI,6/1/21,Mapping,Aag libaahle ,Aag libahle  985,0,June     ,2021,8.253155708,44.83133316,09 - 15,Kato-Katz,36,2,5,0,0,36,0,0,0,0,36,0,0,0,0,36,0,0
iuGjpnxnFbI,6/1/21,Mapping,Abakarow,Abdi kurbad,0,June     ,2021,6.312522411,42.64987946,09 - 15,Kato-Katz,30,4,13,0,0,30,2,6,0,0,30,0,0,0,0,30,2,6
iuGjpnxnFbI,6/1/21,Mapping,abakora,adey,0,June     ,2021,6.374298573,42.24752808,09 - 15,Kato-Katz,32,1,3,0,0,32,1,3,0,0,32,0,0,0,0,32,1,3
iuGjpnxnFbI,6/1/21,Mapping,Abitu,Abitu,0,June     ,2021,3.638788223,39.08358002,09 - 15,Kato-Katz,31,6,19,0,0,31,3,9,0,0,31,0,0,0,0,31,3,9
iuGjpnxnFbI,6/1/21,Mapping,Achine,Achine,0,June     ,2021,3.835163832,39.28184509,09 - 15,Kato-Katz,30,5,16,0,0,30,4,13,0,0,30,0,0,0,0,30,4,13
iuGjpnxnFbI,6/1/21,Mapping,Adalilina Dawe,999,0,June     ,2021,10.92165279,40.2088356,09 - 15,Kato-Katz,31,0,0,0,0,31,0,0,0,0,31,0,0,0,0,31,0,0
iuGjpnxnFbI,6/1/21,Mapping,Adalilina Dawe,Adalil primary school ,0,June     ,2021,10.84519386,40.20119858,09 - 15,Kato-Katz,32,1,3,0,0,32,0,0,0,0,32,0,0,0,0,32,0,0
iuGjpnxnFbI,6/1/21,Mapping,Adamo,Adamo,0,June     ,2021,6.156839371,42.09042358,09 - 15,Kato-Katz,30,2,6,0,0,30,1,3,0,0,30,1,3,0,0,30,2,6
iuGjpnxnFbI,6/1/21,Mapping,Adamo 2,Eldere school ,0,June     ,2021,5.888203144,42.13538361,09 - 15,Kato-Katz,25,0,0,0,0,25,1,4,0,0,25,0,0,0,0,25,1,4
iuGjpnxnFbI,6/1/21,Mapping,Adan warabe ,Adan warabe ,0,June     ,2021,8.686416626,44.13748169,09 - 15,Kato-Katz,33,0,0,0,0,33,0,0,0,0,33,0,0,0,0,33,0,0
iuGjpnxnFbI,6/1/21,Mapping,Adekelo,Dida,0,June     ,2021,8.534060478,39.25407028,09 - 15,Kato-Katz,146,21,14,0,0,146,8,5,0,0,146,1,0,0,0,146,8,5
iuGjpnxnFbI,6/1/21,Mapping,Adot,Alot,0,June     ,2021,5.998731613,41.98720932,09 - 15,Kato-Katz,29,0,0,0,0,29,1,3,0,0,29,0,0,0,0,29,1,3
iuGjpnxnFbI,6/1/21,Mapping,Adot,Fercheno,0,June     ,2021,6.009269238,42.03692245,09 - 15,Kato-Katz,29,3,10,0,0,29,1,3,0,0,29,0,0,0,0,29,1,3
iuGjpnxnFbI,6/1/21,Mapping,Afar irdod,Afar-irdod,0,June     ,2021,7.132678032,44.98865128,09 - 15,Kato-Katz,19,0,0,0,0,19,0,0,0,0,19,0,0,0,0,19,0,0
iuGjpnxnFbI,6/1/21,Mapping,Afcadde,Afcadde,0,June     ,2021,5.33759737,42.88444138,09 - 15,Kato-Katz,30,1,3,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Afcadde,Fashuq,0,June     ,2021,5.313201427,42.75437927,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aferadod,E,0,June     ,2021,7.528149128,46.86376572,09 - 15,Kato-Katz,15,4,26,0,0,15,4,26,0,0,15,1,6,0,0,15,5,33
iuGjpnxnFbI,6/1/21,Mapping,Aftol,Aftol,0,June     ,2021,6.010901928,44.71326828,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol,Aftol,0,June     ,2021,6.010869503,44.71327972,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol,Aftol ,0,June     ,2021,6.010920525,44.7132225,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol,Bilisha,0,June     ,2021,6.072050571,44.72225571,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol,Bilisha primary school ,0,June     ,2021,6.072057724,44.72232437,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol,0,June     ,2021,6.010771751,44.71331787,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,"
Aftol ",0,June     ,2021,6.010805607,44.71331024,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.010861874,44.71327591,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.01074028,44.71330261,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.010769367,44.71331406,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.010797977,44.71324158,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.010721207,44.7133522,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.010718346,44.7133522,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.010771751,44.7133255,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol ,0,June     ,2021,6.01077795,44.7133255,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010780334,44.7133255,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.01084137,44.71330261,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010886192,44.71328735,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
