Organization Unit,Event Date,Survey Type,Administrative Unit,Site Name,Number of PC rounds,Month,Year,Latitude,Longitude,Age group,Diagnostic Test,Ascaris Nbr examined,Ascaris Nbr Positives,Ascaris % Positives,Ascaris % Positives heavy intensity,Ascaris % Positives Moderate intensity,Ankylostome Nbr examined,Ankylostome Nbr Positives,Ankylostome % Positives,Ankylostome % Positives heavy intensity,Ankylostome % Positives Moderate intensity,Trichuris Nbr examined,Trichuris Nbr Positives,Trichuris % Positives,Trichuris % Positives heavy intensity,Trichuris % Positives Moderate intensity,STH examined,STH Positives,STH % Positives
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010823727,44.71329498,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010833263,44.71326447,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010839462,44.71325684,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010846138,44.71325684,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010818005,44.71326828,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010784626,44.71327591,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010784626,44.71326828,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010802746,44.71326065,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010810852,44.71326065,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.010802746,44.71326447,09 - 15,Kato-Katz,29,4,13,0,0,29,2,6,0,0,29,0,0,0,0,29,2,6
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Aftol primary school ,0,June     ,2021,6.072044373,44.72225189,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah,0,June     ,2021,6.072098255,44.722332,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah,0,June     ,2021,6.072086811,44.72227859,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah,0,June     ,2021,6.07208395,44.72228241,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol , Bilishah ,0,June     ,2021,6.072076797,44.72228622,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072084904,44.72228622,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072020531,44.72227097,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072044849,44.72227478,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072097778,44.72229385,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072072029,44.72229004,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.07207489,44.72227859,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072075844,44.72232819,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072088718,44.72224426,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072057247,44.72227478,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072080612,44.72232437,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilishah ,0,June     ,2021,6.072082996,44.72227478,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072058678,44.72232056,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072054863,44.72232056,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072052479,44.72231293,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072055817,44.72230911,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072052479,44.72225952,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072048187,44.72226715,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072052956,44.72226334,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072052479,44.72225571,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072050095,44.72225189,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.07204771,44.72225189,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aftol ,Bilisha primary school ,0,June     ,2021,6.072043896,44.72225571,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Afwayne,Afwayne primary school ,0,June     ,2021,7.312598705,41.89420319,09 - 15,Kato-Katz,29,3,10,0,0,29,3,10,0,0,29,0,0,0,0,29,3,10
iuGjpnxnFbI,6/1/21,Mapping,Afyarado,afyarado,0,June     ,2021,6.961229801,45.31825638,09 - 15,Kato-Katz,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0
iuGjpnxnFbI,6/1/21,Mapping,Afyarado,Afyarado,0,June     ,2021,6.960124016,45.31428909,09 - 15,Kato-Katz,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aklaba,Akabla school,0,June     ,2021,4.936410904,43.24211884,09 - 15,Kato-Katz,20,2,10,0,0,20,1,5,0,0,20,0,0,0,0,20,1,5
iuGjpnxnFbI,6/1/21,Mapping,Alabayaray,Alabayare,0,June     ,2021,6.614972591,43.13712692,09 - 15,Kato-Katz,56,15,26,0,0,56,15,26,0,0,56,6,10,0,0,56,17,30
iuGjpnxnFbI,6/1/21,Mapping,Alan (dolobay) ,Alan school (dolobay) ,0,June     ,2021,4.5390625,42.3143959,09 - 15,Kato-Katz,30,5,16,0,0,30,0,0,0,0,30,4,13,0,0,30,4,13
iuGjpnxnFbI,6/1/21,Mapping,Alcho,Alcho,0,June     ,2021,9.560531616,41.57458496,09 - 15,Kato-Katz,32,0,0,0,0,32,0,0,0,0,32,0,0,0,0,32,0,0
iuGjpnxnFbI,6/1/21,Mapping,Ali-Jamac,Ali-Jamac,0,June     ,2021,7.808863163,45.24340057,09 - 15,Kato-Katz,31,4,12,0,0,31,0,0,0,0,31,0,0,0,0,31,0,0
iuGjpnxnFbI,6/1/21,Mapping,Allan,Alan school,0,June     ,2021,5.467025757,41.57982254,09 - 15,Kato-Katz,30,9,30,0,0,30,0,0,0,0,30,6,20,0,0,30,6,20
iuGjpnxnFbI,6/1/21,Mapping,Allo duula,Allo duula elemantary school,0,June     ,2021,3.616878986,39.1114769,09 - 15,Kato-Katz,33,6,18,0,0,33,3,9,0,0,33,0,0,0,0,33,3,9
iuGjpnxnFbI,6/1/21,Mapping,Ararso (01),Ararso (01),0,June     ,2021,8.751193047,43.36917877,09 - 15,Kato-Katz,28,2,7,0,0,28,0,0,0,0,28,2,7,0,0,28,2,7
iuGjpnxnFbI,6/1/21,Mapping,Ararso (01),Ararso (01),0,June     ,2021,8.751192093,43.36915588,09 - 15,Kato-Katz,28,2,7,0,0,28,0,0,0,0,28,2,7,0,0,28,2,7
iuGjpnxnFbI,6/1/21,Mapping,Ararso(01),Ararso,0,June     ,2021,8.748047829,43.36608887,09 - 15,Kato-Katz,32,3,9,0,0,32,4,12,0,0,32,4,12,0,0,32,4,12
iuGjpnxnFbI,6/1/21,Mapping,Arasum ,Arasum school ,0,June     ,2021,5.035817623,40.54565048,09 - 15,Kato-Katz,23,2,8,0,4,23,0,0,0,0,23,0,0,0,0,23,0,0
iuGjpnxnFbI,6/1/21,Mapping,Arda olla ,Arda olla primary school,0,June     ,2021,3.599156141,39.13749695,09 - 15,Kato-Katz,30,6,20,0,0,30,3,10,0,0,30,0,0,0,0,30,3,10
iuGjpnxnFbI,6/1/21,Mapping,Aware 02,Suldaan  iixi,0,June     ,2021,8.256779671,44.14805984,09 - 15,Kato-Katz,29,2,6,0,0,29,0,0,0,0,29,0,0,0,0,29,0,0
iuGjpnxnFbI,6/1/21,Mapping,Aware 04,Ibrahim Abdi Kabile,0,June     ,2021,8.264886856,44.15989304,09 - 15,Kato-Katz,31,2,6,0,0,31,0,0,0,0,31,0,0,0,0,31,0,0
iuGjpnxnFbI,6/1/21,Mapping,Ayshaca,Shekmuse,0,June     ,2021,10.75692749,42.57053757,09 - 15,Kato-Katz,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
iuGjpnxnFbI,6/1/21,Mapping,Ayshaca,Shek-muse,0,June     ,2021,10.75693035,42.57058334,09 - 15,Kato-Katz,17,3,17,0,0,17,2,11,0,0,17,0,0,0,0,17,2,11
iuGjpnxnFbI,6/1/21,Mapping,Ayshaca ,Shekmuse,0,June     ,2021,10.75693703,42.57050323,09 - 15,Kato-Katz,14,1,7,0,0,14,3,21,0,0,14,0,0,0,0,14,3,21
iuGjpnxnFbI,6/1/21,Mapping,Baaad,Baaad,0,June     ,2021,6.786824703,43.4750061,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Baaad,Baaad 02,0,June     ,2021,6.708844662,43.4798317,09 - 15,Kato-Katz,31,0,0,0,0,31,0,0,0,0,31,0,0,0,0,31,0,0
iuGjpnxnFbI,6/1/21,Mapping,Baanba taka,Bamba taka,0,June     ,2021,4.121547699,40.003582,09 - 15,Kato-Katz,32,5,15,0,0,32,4,12,0,0,32,0,0,0,0,32,4,12
iuGjpnxnFbI,6/1/21,Mapping,Baar Geel,Baar geel,0,June     ,2021,5.243809223,42.58716202,09 - 15,Kato-Katz,32,0,0,0,0,32,0,0,0,0,32,0,0,0,0,32,0,0
iuGjpnxnFbI,6/1/21,Mapping,Badil (Biyolow),Biyolow ,0,June     ,2021,5.907797337,43.39045715,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Badlka,Dudumas,0,June     ,2021,9.309663773,42.64558411,09 - 15,Kato-Katz,26,0,0,0,0,26,0,0,0,0,26,0,0,0,0,26,0,0
iuGjpnxnFbI,6/1/21,Mapping,Balahaad ,Balahaad primary school ,0,June     ,2021,7.173334599,41.72156906,09 - 15,Kato-Katz,40,0,0,0,0,40,4,10,0,0,40,0,0,0,0,40,4,10
iuGjpnxnFbI,6/1/21,Mapping,Bali abad,Bali abad,0,June     ,2021,8.839726448,43.93016052,09 - 15,Kato-Katz,27,2,7,0,0,27,0,0,0,0,27,0,0,0,0,27,0,0
iuGjpnxnFbI,6/1/21,Mapping,Bali abad,Bali abad,0,June     ,2021,8.875479698,43.94374084,09 - 15,Kato-Katz,30,2,6,0,0,30,0,0,0,0,30,1,3,0,0,30,1,3
iuGjpnxnFbI,6/1/21,Mapping,Bali Midgan,Bali barkhadle,0,June     ,2021,7.979987621,45.43802261,09 - 15,Kato-Katz,29,2,6,0,0,29,0,0,0,0,29,0,0,0,0,29,0,0
iuGjpnxnFbI,6/1/21,Mapping,Balisha,Blisha primary school ,0,June     ,2021,6.072012901,44.72232437,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Balisuun,Balisuun,0,June     ,2021,8.349843025,44.78847122,09 - 15,Kato-Katz,31,1,3,0,0,31,0,0,0,0,31,2,6,0,0,31,2,6
iuGjpnxnFbI,6/1/21,Mapping,Bangoroyo,Halgama Bashir cabdi,0,June     ,2021,6.579778194,43.07909012,09 - 15,Kato-Katz,52,14,26,0,0,52,17,32,0,0,52,8,15,0,0,52,17,32
iuGjpnxnFbI,6/1/21,Mapping,Baraka,Baraka,0,June     ,2021,8.220404625,44.70511246,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping, baraq02  ,D/jabis,0,June     ,2021,9.706567764,42.00989914,09 - 15,Kato-Katz,30,0,0,0,0,30,0,0,0,0,30,0,0,0,0,30,0,0
iuGjpnxnFbI,6/1/21,Mapping,Barda- Qorax ,Berda- Qorax,0,June     ,2021,5.952214718,43.30395126,09 - 15,Kato-Katz,26,3,11,0,0,26,2,7,0,0,26,0,0,0,0,26,2,7
iuGjpnxnFbI,6/1/21,Mapping,barkatle,barkatl,0,June     ,2021,8.875616074,42.70241547,09 - 15,Kato-Katz,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,barkele,barkele,0,June     ,2021,9.346507072,42.78884506,09 - 15,Kato-Katz,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,barketls,barketle,0,June     ,2021,8.875645638,42.7026062,09 - 15,Kato-Katz,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,Barkhadle,barkhadle,0,June     ,2021,8.875585556,42.7024765,09 - 15,Kato-Katz,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,Barta ,Barta ,0,June     ,2021,7.873172283,44.36040878,09 - 15,Kato-Katz,33,1,3,0,0,33,0,0,0,0,33,0,0,0,0,33,0,0
iuGjpnxnFbI,6/1/21,Mapping,bedale,webisheble,0,June     ,2021,6.457339764,42.13684464,09 - 15,Kato-Katz,61,0,0,0,0,61,1,1,0,0,61,0,0,0,0,61,1,1
iuGjpnxnFbI,6/1/21,Mapping, bedale,darancim,0,June     ,2021,6.165343285,42.08445358,09 - 15,Kato-Katz,35,0,0,0,0,35,0,0,0,0,35,0,0,0,0,35,0,0
iuGjpnxnFbI,6/1/21,Mapping,Bedale,Adane,0,June     ,2021,6.156607628,42.08967209,09 - 15,Kato-Katz,28,1,3,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,Bedale,Emey,0,June     ,2021,6.452122211,42.13202286,09 - 15,Kato-Katz,34,0,0,0,0,34,1,2,0,0,34,0,0,0,0,34,1,2
iuGjpnxnFbI,6/1/21,Mapping,Bedale,Hadule,0,June     ,2021,6.389916897,42.22951126,09 - 15,Kato-Katz,34,0,0,0,0,34,1,2,0,0,34,0,0,0,0,34,1,2
iuGjpnxnFbI,6/1/21,Mapping,Bede,Beede elemantary school,0,June     ,2021,3.569406033,39.23018646,09 - 15,Kato-Katz,31,6,19,0,0,31,3,9,0,0,31,0,0,0,0,31,3,9
iuGjpnxnFbI,6/1/21,Mapping,bedkstle,Berkdtle,0,June     ,2021,9.346354485,42.78873062,09 - 15,Kato-Katz,28,0,0,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,Beede,Beede primary school,0,June     ,2021,3.583954096,39.20824051,09 - 15,Kato-Katz,31,8,25,0,0,31,3,9,0,0,31,0,0,0,0,31,3,9
iuGjpnxnFbI,6/1/21,Mapping,Beliergin ,Bali irgin,0,June     ,2021,8.113061905,44.50560379,09 - 15,Kato-Katz,35,1,2,0,0,35,0,0,0,0,35,0,0,0,0,35,0,0
iuGjpnxnFbI,6/1/21,Mapping,Benandeyured,Benandeyured primary school ,0,June     ,2021,7.445543766,42.21899796,09 - 15,Kato-Katz,30,2,6,0,0,30,1,3,0,0,30,0,0,0,0,30,1,3
iuGjpnxnFbI,6/1/21,Mapping, Berkunal ,Berkunal,0,June     ,2021,7.703808784,43.05039215,09 - 15,Kato-Katz,20,0,0,0,0,20,0,0,0,0,20,0,0,0,0,20,0,0
iuGjpnxnFbI,6/1/21,Mapping,Berocano,Berocano,0,June     ,2021,6.103823185,43.21067047,09 - 15,Kato-Katz,30,2,6,0,0,30,2,6,0,0,30,0,0,0,0,30,2,6
iuGjpnxnFbI,6/1/21,Mapping,Berocano,Wadajir,0,June     ,2021,6.09523201,43.21576309,09 - 15,Kato-Katz,30,2,6,0,0,30,2,6,0,0,30,0,0,0,0,30,2,6
iuGjpnxnFbI,6/1/21,Mapping,Beyain,Baki alo,0,June     ,2021,9.351713181,42.77772522,09 - 15,Kato-Katz,29,4,13,0,0,29,4,13,0,0,29,0,0,0,0,29,4,13
iuGjpnxnFbI,6/1/21,Mapping,Beyan,Bakale,0,June     ,2021,9.209802628,42.43422318,09 - 15,Kato-Katz,29,4,13,0,0,29,4,13,0,0,29,0,0,0,0,29,4,13
iuGjpnxnFbI,6/1/21,Mapping,biila,biila,0,June     ,2021,9.532157898,41.41344452,09 - 15,Kato-Katz,28,1,3,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,Biko,Dundumened,0,June     ,2021,9.024303436,42.40027237,09 - 15,Kato-Katz,28,10,35,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,Bila,Bila ,0,June     ,2021,9.532250404,41.413414,09 - 15,Kato-Katz,28,1,3,0,0,28,0,0,0,0,28,0,0,0,0,28,0,0
iuGjpnxnFbI,6/1/21,Mapping,bilakelda,elot,0,June     ,2021,6.013647079,42.07485962,09 - 15,Kato-Katz,31,3,9,0,0,31,1,3,0,0,31,0,0,0,0,31,1,3
iuGjpnxnFbI,6/1/21,Mapping,bioade,hager,0,June     ,2021,5.056809902,43.04553986,09 - 15,Kato-Katz,26,0,0,0,0,26,0,0,0,0,26,0,0,0,0,26,0,0
iuGjpnxnFbI,6/1/21,Mapping,Bioade (Harsog) ,Harsog ,0,June     ,2021,5.526154518,43.39886475,09 - 15,Kato-Katz,27,1,3,0,0,27,2,7,0,0,27,0,0,0,0,27,2,7
iuGjpnxnFbI,6/1/21,Mapping,Biraley,Biraley,0,June     ,2021,5.654423714,43.39795685,09 - 15,Kato-Katz,30,4,13,0,0,30,4,13,0,0,30,3,10,0,0,30,7,23